PerfectFlite SLCF
Firmware: 1.0
Software: 1.1
Serial Number: 3971
Apogee: 1883' AGL
Ground Elevation: -344' MSL
NumSamps: 920
Flight Number: 3
Main Setting: 500' AGL
Apogee Delay: 0 Seconds
Drogue At: 10.95 Seconds
Main At: 35.15 Seconds
Max Drogue Current: 3 Amps
Max Main Current: 3 Amps
Comments: 
Data: (Time, Altitude, Velocity, Temperature (F), Voltage)
30.00, 789, -56, 46.20, 9.40
30.05, 784, -57, 46.20, 9.40
30.10, 778, -57, 46.20, 9.40
30.15, 773, -58, 46.20, 9.40
30.20, 769, -57, 46.20, 9.40
30.25, 764, -57, 46.20, 9.40
30.30, 761, -55, 46.20, 9.40
30.35, 759, -54, 46.20, 9.40
30.40, 757, -52, 46.20, 9.40
30.45, 757, -51, 46.20, 9.40
30.50, 755, -50, 46.20, 9.40
30.55, 752, -50, 46.20, 9.40
30.60, 748, -51, 46.20, 9.40
30.65, 749, -52, 46.20, 9.40
30.70, 747, -53, 46.20, 9.40
30.75, 745, -54, 46.20, 9.40
30.80, 742, -55, 46.20, 9.40
30.85, 742, -56, 46.20, 9.40
30.90, 740, -56, 46.20, 9.40
30.95, 738, -57, 46.20, 9.40
31.00, 735, -57, 46.20, 9.40
31.05, 732, -56, 46.20, 9.40
31.10, 725, -55, 46.20, 9.40
31.15, 723, -55, 46.20, 9.40
31.20, 725, -54, 46.18, 9.40
31.25, 719, -54, 46.20, 9.40
31.30, 715, -54, 46.18, 9.40
31.35, 713, -54, 46.20, 9.40
31.40, 718, -54, 46.20, 9.40
31.45, 723, -54, 46.20, 9.40
31.50, 717, -54, 46.18, 9.40
31.55, 710, -54, 46.18, 9.40
31.60, 706, -54, 46.20, 9.40
31.65, 702, -54, 46.18, 9.40
31.70, 699, -54, 46.18, 9.40
31.75, 695, -54, 46.20, 9.40
31.80, 692, -55, 46.18, 9.40
31.85, 685, -55, 46.18, 9.40
31.90, 681, -55, 46.18, 9.40
31.95, 680, -55, 46.18, 9.40
32.00, 672, -55, 46.18, 9.40
32.05, 670, -56, 46.18, 9.40
32.10, 669, -56, 46.18, 9.40
32.15, 664, -56, 46.18, 9.40
32.20, 660, -57, 46.17, 9.40
32.25, 656, -57, 46.18, 9.40
32.30, 654, -58, 46.18, 9.40
32.35, 652, -59, 46.18, 9.40
32.40, 650, -60, 46.18, 9.40
32.45, 649, -61, 46.17, 9.40
32.50, 648, -60, 46.18, 9.40
32.55, 647, -59, 46.18, 9.40
32.60, 642, -57, 46.18, 9.40
32.65, 640, -56, 46.17, 9.40
32.70, 637, -55, 46.17, 9.40
32.75, 636, -55, 46.18, 9.40
32.80, 638, -55, 46.17, 9.40
32.85, 635, -54, 46.18, 9.40
32.90, 628, -54, 46.17, 9.40
32.95, 626, -54, 46.17, 9.40
33.00, 622, -54, 46.15, 9.40
33.05, 620, -54, 46.17, 9.40
33.10, 616, -54, 46.17, 9.40
33.15, 610, -54, 46.17, 9.40
33.20, 607, -54, 46.15, 9.40
33.25, 604, -54, 46.15, 9.40
33.30, 601, -54, 46.15, 9.40
33.35, 598, -54, 46.15, 9.40
33.40, 597, -55, 46.15, 9.40
33.45, 597, -55, 46.15, 9.40
33.50, 598, -56, 46.15, 9.40
33.55, 596, -56, 46.17, 9.40
33.60, 595, -57, 46.15, 9.40
33.65, 591, -57, 46.15, 9.40
33.70, 586, -58, 46.15, 9.40
33.75, 585, -58, 46.15, 9.40
33.80, 580, -59, 46.15, 9.40
33.85, 577, -59, 46.15, 9.40
33.90, 572, -59, 46.15, 9.40
33.95, 568, -58, 46.15, 9.40
34.00, 565, -58, 46.15, 9.40
34.05, 562, -57, 46.15, 9.40
34.10, 559, -57, 46.15, 9.40
34.15, 554, -56, 46.15, 9.40
34.20, 552, -56, 46.15, 9.40
34.25, 549, -55, 46.15, 9.40
34.30, 545, -55, 46.15, 9.40
34.35, 545, -56, 46.13, 9.40
34.40, 542, -57, 46.13, 9.40
34.45, 538, -58, 46.15, 9.40
34.50, 535, -60, 46.15, 9.40
34.55, 533, -61, 46.13, 9.40
34.60, 529, -62, 46.13, 9.40
34.65, 527, -62, 46.13, 9.40
34.70, 522, -62, 46.09, 9.40
34.75, 519, -62, 46.09, 9.40
34.80, 517, -62, 46.13, 9.40
34.85, 515, -61, 46.09, 9.40
34.90, 514, -60, 46.09, 9.40
34.95, 511, -59, 46.09, 9.40
35.00, 507, -59, 46.09, 9.40
35.05, 504, -58, 46.09, 9.40
35.10, 501, -58, 46.09, 9.40
35.15, 497, -58, 46.08, 9.40
35.20, 500, -59, 46.08, 9.30
35.25, 495, -60, 46.08, 9.40
35.30, 491, -61, 46.09, 9.40
35.35, 488, -62, 46.06, 9.40
35.40, 482, -63, 46.08, 9.40
35.45, 479, -62, 46.09, 9.40
35.50, 478, -61, 46.06, 9.40
35.55, 473, -60, 46.06, 9.40
35.60, 469, -58, 46.08, 9.40
35.65, 463, -57, 46.08, 9.40
35.70, 462, -55, 46.08, 9.40
35.75, 459, -53, 46.06, 9.40
35.80, 459, -52, 46.06, 9.40
35.85, 457, -51, 46.06, 9.40
35.90, 454, -50, 46.06, 9.40
35.95, 450, -48, 46.06, 9.40
36.00, 447, -47, 46.06, 9.40
36.05, 444, -45, 46.06, 9.40
36.10, 444, -44, 46.06, 9.40
36.15, 441, -43, 46.06, 9.40
36.20, 432, -41, 46.06, 9.40
36.25, 429, -40, 46.06, 9.40
36.30, 419, -38, 46.06, 9.40
36.35, 417, -37, 46.06, 9.40
36.40, 415, -35, 46.06, 9.40
36.45, 416, -33, 46.06, 9.40
36.50, 416, -31, 46.06, 9.40
36.55, 415, -29, 46.04, 9.40
36.60, 416, -27, 46.04, 9.40
36.65, 415, -25, 46.06, 9.40
36.70, 416, -24, 46.04, 9.40
36.75, 416, -23, 46.06, 9.40
36.80, 417, -22, 46.06, 9.40
36.85, 415, -21, 46.06, 9.40
36.90, 416, -19, 46.06, 9.40
36.95, 416, -18, 46.06, 9.40
37.00, 416, -16, 46.04, 9.40
37.05, 416, -15, 46.04, 9.40
37.10, 416, -13, 46.04, 9.40
37.15, 417, -11, 46.04, 9.40
37.20, 416, -8, 46.04, 9.40
37.25, 416, -5, 46.04, 9.40
37.30, 415, -3, 46.04, 9.40
37.35, 415, -1, 46.06, 9.40
37.40, 416, 0, 46.04, 9.40
37.45, 417, 0, 46.04, 9.40
37.50, 416, 0, 46.04, 9.40
37.55, 414, -0, 46.06, 9.40
37.60, 416, -0, 46.04, 9.40
37.65, 417, -0, 46.04, 9.40
37.70, 416, -0, 46.04, 9.40
37.75, 415, -0, 46.04, 9.40
37.80, 416, -1, 46.04, 9.40
37.85, 416, -1, 46.04, 9.40
37.90, 416, -1, 46.04, 9.40
37.95, 416, -1, 46.04, 9.40
38.00, 416, -1, 46.04, 9.40
38.05, 417, -1, 46.04, 9.40
38.10, 417, -1, 46.04, 9.40
38.15, 418, -1, 46.04, 9.40
38.20, 416, -1, 46.04, 9.40
38.25, 417, -1, 46.04, 9.40
38.30, 419, -1, 46.02, 9.40
38.35, 418, -1, 46.04, 9.40
38.40, 417, -1, 46.04, 9.40
38.45, 415, -1, 46.04, 9.40
38.50, 414, -1, 46.04, 9.40
38.55, 415, -1, 46.02, 9.40
38.60, 416, -1, 46.00, 9.40
38.65, 415, -1, 46.00, 9.40
38.70, 415, -1, 46.00, 9.40
38.75, 415, -1, 46.00, 9.40
38.80, 414, -1, 46.02, 9.40
38.85, 415, -1, 46.00, 9.40
38.90, 415, -1, 46.00, 9.40
38.95, 415, -1, 45.99, 9.40
39.00, 414, -1, 46.00, 9.40
39.05, 416, -2, 46.00, 9.40
39.10, 415, -2, 45.99, 9.40
39.15, 413, -2, 45.99, 9.40
39.20, 411, -2, 46.00, 9.40
39.25, 414, -2, 45.99, 9.40
39.30, 413, -2, 45.99, 9.40
39.35, 413, -2, 45.99, 9.40
39.40, 413, -2, 45.99, 9.40
39.45, 413, -2, 45.99, 9.40
39.50, 414, -2, 45.97, 9.40
39.55, 413, -2, 45.99, 9.40
39.60, 413, -2, 45.99, 9.40
39.65, 413, -1, 45.97, 9.40
39.70, 414, -1, 45.97, 9.40
39.75, 414, -1, 45.97, 9.40
39.80, 415, -1, 45.97, 9.40
39.85, 413, -1, 45.97, 9.40
39.90, 414, -1, 45.97, 9.40
39.95, 414, -1, 45.97, 9.40
40.00, 413, -1, 45.99, 9.40
40.05, 413, -1, 45.99, 9.40
40.10, 413, -1, 45.97, 9.40
40.15, 412, -0, 45.97, 9.40
40.20, 413, -0, 45.97, 9.40
40.25, 413, 0, 45.97, 9.40
40.30, 414, 0, 45.97, 9.40
40.35, 413, 0, 45.97, 9.40
40.40, 412, 0, 45.97, 9.40
40.45, 412, 0, 45.97, 9.40
40.50, 412, 0, 45.97, 9.40
40.55, 412, 1, 45.97, 9.40
40.60, 412, 1, 45.97, 9.40
40.65, 413, 1, 45.97, 9.40
40.70, 413, 0, 45.95, 9.40
40.75, 412, 0, 45.97, 9.40
40.80, 412, 1, 45.95, 9.40
40.85, 413, 1, 45.95, 9.40
40.90, 412, 1, 45.97, 9.40
40.95, 412, 1, 45.97, 9.40
41.00, 413, 2, 45.95, 9.40
41.05, 413, 2, 45.95, 9.40
41.10, 413, 2, 45.95, 9.40
41.15, 413, 2, 45.95, 9.40
41.20, 413, 2, 45.95, 9.40
41.25, 413, 1, 45.95, 9.40
41.30, 413, 1, 45.95, 9.40
41.35, 413, 1, 45.95, 9.40
41.40, 414, 2, 45.93, 9.40
41.45, 414, 2, 45.93, 9.40
41.50, 415, 2, 45.90, 9.40
41.55, 414, 2, 45.90, 9.40
41.60, 415, 2, 45.90, 9.40
41.65, 414, 2, 45.90, 9.40
41.70, 414, 2, 45.90, 9.40
41.75, 416, 2, 45.88, 9.40
41.80, 416, 2, 45.88, 9.40
41.85, 415, 2, 45.90, 9.40
41.90, 416, 2, 45.88, 9.40
41.95, 417, 2, 45.86, 9.40
42.00, 416, 1, 45.86, 9.40
42.05, 417, 1, 45.86, 9.40
42.10, 416, 1, 45.86, 9.40
42.15, 416, 1, 45.86, 9.40
42.20, 416, 1, 45.86, 9.40
42.25, 416, 1, 45.86, 9.40
42.30, 415, 1, 45.86, 9.40
42.35, 415, 1, 45.86, 9.40
42.40, 416, 1, 45.86, 9.40
42.45, 417, 1, 45.86, 9.40
42.50, 416, 1, 45.86, 9.40
42.55, 416, 1, 45.86, 9.40
42.60, 416, 1, 45.86, 9.40
42.65, 416, 1, 45.86, 9.40
42.70, 417, 0, 45.86, 9.40
42.75, 416, -0, 45.86, 9.40
42.80, 416, -0, 45.86, 9.40
42.85, 416, -1, 45.86, 9.40
42.90, 416, -1, 45.84, 9.40
42.95, 416, -1, 45.86, 9.40
43.00, 414, -1, 45.86, 9.40
43.05, 415, -1, 45.86, 9.40
43.10, 416, -1, 45.86, 9.40
43.15, 416, -1, 45.86, 9.40
43.20, 415, -1, 45.86, 9.40
43.25, 415, -1, 45.86, 9.40
43.30, 415, -1, 45.86, 9.40
43.35, 415, -1, 45.86, 9.40
43.40, 416, -1, 45.86, 9.40
43.45, 416, -2, 45.86, 9.40
43.50, 416, -2, 45.86, 9.40
43.55, 416, -2, 45.86, 9.40
43.60, 416, -2, 45.88, 9.40
43.65, 416, -2, 45.86, 9.40
43.70, 414, -2, 45.86, 9.40
43.75, 415, -2, 45.86, 9.40
43.80, 414, -2, 45.88, 9.40
43.85, 414, -2, 45.86, 9.40
43.90, 413, -2, 45.86, 9.40
43.95, 414, -2, 45.86, 9.40
44.00, 415, -2, 45.86, 9.40
44.05, 414, -2, 45.86, 9.40
44.10, 414, -2, 45.86, 9.40
44.15, 414, -2, 45.86, 9.40
44.20, 413, -2, 45.86, 9.40
44.25, 413, -3, 45.86, 9.40
44.30, 413, -3, 45.86, 9.40
44.35, 413, -3, 45.86, 9.40
44.40, 413, -3, 45.86, 9.40
44.45, 413, -3, 45.86, 9.40
44.50, 413, -4, 45.86, 9.40
44.55, 413, -4, 45.86, 9.40
44.60, 412, -4, 45.86, 9.40
44.65, 413, -3, 45.84, 9.40
44.70, 412, -3, 45.86, 9.40
44.75, 412, -3, 45.84, 9.40
44.80, 413, -3, 45.86, 9.40
44.85, 412, -3, 45.86, 9.40
44.90, 411, -2, 45.86, 9.40
44.95, 411, -1, 45.86, 9.40
45.00, 413, -1, 45.86, 9.40
45.05, 411, -2, 45.86, 9.40
45.10, 411, -4, 45.86, 9.40
45.15, 412, -6, 45.84, 9.40
45.20, 410, -7, 45.86, 9.40
45.25, 409, -7, 45.86, 9.40
45.30, 410, -7, 45.86, 9.40
45.35, 410, -6, 45.84, 9.40
45.40, 409, -5, 45.86, 9.40
45.45, 409, -5, 45.86, 9.40
45.50, 408, -5, 45.84, 9.40
45.55, 409, -5, 45.86, 9.40
45.60, 408, -5, 45.84, 9.40
45.65, 409, -5, 45.84, 9.40
45.70, 409, -5, 45.84, 9.40
45.75, 409, -5, 45.84, 9.40
45.80, 408, -5, 45.84, 9.40
45.85, 407, -5, 45.86, 9.40
45.90, 407, -5, 45.84, 9.40
45.95, 408, -5, 45.84, 9.40
